pub_date,headline,abstract,snippet,lead_paragraph,source,type_of_material,document_type,word_count,web_url,section_name,subsection_name,news_desk
2019-10-08T09:53:46Z,"Kurds, N.B.A., New York Yankees: Your Tuesday Briefing",Here's what you need to know.,Here's what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,briefing,article,1428,https://www.nytimes.com/2019/10/08/briefing/kurds-nba-new-york-yankees.html,Briefing,,NYTNow
2019-10-08T03:23:14Z,"Syria, Boris Johnson, President Trump: Your Tuesday Briefing",Here’s what you need to know.,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,briefing,article,1457,https://www.nytimes.com/2019/10/07/briefing/syria-boris-johnson-president-trump.html,Briefing,,NYTNow
2019-10-07T20:08:23Z,Your Tuesday Briefing,The N.B.A. hits a 'third rail' in China.,The N.B.A. hits a 'third rail' in China.,"First, a Houston Rockets official tweeted in support of pro-democracy protesters in Hong Kong, inflaming officials and basketball fans in China. Then the N.B.A.’s apology enraged American fans.",The New York Times,briefing,article,1261,https://www.nytimes.com/2019/10/07/briefing/nba-turkey-nobel-prizes.html,Briefing,,NYTNow
2019-10-04T17:06:14Z,Iranian Hackers Target Trump Campaign as Threats to 2020 Mount,"The news, according to two people with knowledge of the attacks, followed a Microsoft report that said hackers had targeted a campaign, U.S. officials and journalists.","The news, according to two people with knowledge of the attacks, followed a Microsoft report that said hackers had targeted a campaign, U.S. officials and journalists.","SAN FRANCISCO — The 2020 presidential election is still 13 months away, but already Iranians are following in the footsteps of Russia and have begun cyberattacks aimed at disrupting the campaigns.",The New York Times,News,article,1348,https://www.nytimes.com/2019/10/04/technology/iranian-campaign-hackers-microsoft.html,Technology,,Business
2019-10-03T18:29:52Z,How a Fringe Theory About Ukraine Took Root in the White House,A false tale about a cybersecurity firm called CrowdStrike and a Democratic conspiracy to undermine the 2016 election has formed the background of President Trump’s impeachment inquiry.,A false tale about a cybersecurity firm called CrowdStrike and a Democratic conspiracy to undermine the 2016 election has formed the background of President Trump’s impeachment inquiry.,"In an April 2017 interview with The Associated Press, President Trump suddenly began talking about the hack of the Democratic National Committee a year earlier, complaining that the F.B.I. had not physically examined the compromised server.",The New York Times,News,article,1640,https://www.nytimes.com/2019/10/03/us/politics/trump-ukraine-conspiracy.html,U.S.,Politics,Investigative
2019-10-03T09:38:05Z,"Egypt Is Using Apps to Track and Target Its Citizens, Report Says","A cybersecurity firm says evidence suggests the Egyptian government carried out cyberattacks on journalists, academics, lawyers and rights activists.","A cybersecurity firm says evidence suggests the Egyptian government carried out cyberattacks on journalists, academics, lawyers and rights activists.","A series of sophisticated cyberattacks targeting Egyptian journalists, academics, lawyers, opposition politicians and human rights activists has been traced to Egyptian government offices, a cybersecurity firm has found.",The New York Times,News,article,1401,https://www.nytimes.com/2019/10/03/world/middleeast/egypt-cyber-attack-phones.html,World,Middle East,Foreign
2019-09-23T09:36:11Z,"Ukraine, Emmy Awards, Thomas Cook: Your Monday Briefing",Here's what you need to know.,Here's what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,briefing,article,1320,https://www.nytimes.com/2019/09/23/briefing/ukraine-emmy-awards-thomas-cook.html,Briefing,,NYTNow
2019-09-23T06:45:09Z,The Urgent Search for a Cyber Silver Bullet Against Iran,"As the United States weighs possible cyberattacks against Iran, it is looking for options that would deter Tehran from further strikes but avoid creating more conflict in the region.","As the United States weighs possible cyberattacks against Iran, it is looking for options that would deter Tehran from further strikes but avoid creating more conflict in the region.","WASHINGTON — After spending billions of dollars to assemble the world’s most potent arsenal of cyberweapons and plant them in networks around the world, United States Cyber Command — and the new era of warfighting it has come to represent — may face a critical test in the coming weeks. ",The New York Times,News Analysis,article,1695,https://www.nytimes.com/2019/09/23/world/middleeast/iran-cyberattack-us.html,World,Middle East,Washington
2019-09-18T23:04:27Z,How Do You Fix … All of It?,"At the DealBook DC Strategy Forum a group of leaders in business, politics and academia gathered to try to solve problems from student debt to carbon emissions. Here are their recommendations.","At the DealBook DC Strategy Forum a group of leaders in business, politics and academia gathered to try to solve problems from student debt to carbon emissions. Here are their recommendations.","At the inaugural conference, sponsored by The New York Times, influential leaders in academia, business and politics gathered to discuss and debate provocative issues, and provide innovative solutions to some of our nation’s top policy agenda challenges. Task forces developed recommendations for businesses and policymakers, identifying some central questions that will be driving conversations through the 2020 election.",The New York Times,News,article,3341,https://www.nytimes.com/2019/09/18/business/dealbook/dealbook-forum-task-force-recommendations.html,Business Day,DealBook,SpecialSections
2019-09-11T09:10:10Z,"Host Violent Content? In Australia, You Could Go to Jail",Australia has held itself up as a model for cracking down on violent extremist material online since the Christchurch massacre in New Zealand. But the limits to its approach have become clear.,Australia has held itself up as a model for cracking down on violent extremist material online since the Christchurch massacre in New Zealand. But the limits to its approach have become clear.,"SYDNEY, Australia — The video showing the murder of 51 people in Christchurch carries both an offensive title, “New Zealand Video Game,” and a message to “download and save.” ",The New York Times,News,article,1510,https://www.nytimes.com/2019/09/11/world/australia/internet-extremist-violence-christchurch.html,World,Australia,Foreign
2019-09-10T10:00:08Z,I Work for N.S.A. We Cannot Afford to Lose the Digital Revolution.,Technology is about to upend our entire national security infrastructure.,Technology is about to upend our entire national security infrastructure.,"The National Security Operations Center occupies a large windowless room, bathed in blue light, on the third floor of the National Security Agency’s headquarters outside of Washington. For the past 46 years, around the clock without a single interruption, a team of senior military and intelligence officials has staffed this national security nerve center. ",The New York Times,Op-Ed,article,6106,https://www.nytimes.com/2019/09/10/opinion/nsa-privacy.html,Opinion,,OpEd
2019-09-06T09:00:12Z,Russia’s Playbook for Disrupting Democracy,The Kremlin had a blueprint for upending American politics with tactics honed in Estonia nearly a decade earlier.,The Kremlin had a blueprint for upending American politics with tactics honed in Estonia nearly a decade earlier.,"Russia’s brazen interference in the 2016 American presidential election shouldn’t have been a total shock. President Vladimir Putin’s government had done it before, almost a decade earlier in tiny Estonia, where Russian operatives provoked political violence and mounted malicious cyberattacks.",The New York Times,News,article,498,https://www.nytimes.com/2019/09/06/the-weekly/russia-estonia-election-cyber-attack.html,The Weekly,,Universal
2019-09-02T19:55:56Z,"North Korea Missile Tests, ‘Very Standard’ to Trump, Show Signs of Advancing Arsenal",American intelligence officials and outside experts say that Kim Jong-un is capitalizing on President Trump’s downplaying of his weapons testing to significantly improve the North’s arsenal.,American intelligence officials and outside experts say that Kim Jong-un is capitalizing on President Trump’s downplaying of his weapons testing to significantly improve the North’s arsenal.,"As North Korea fired off a series of missiles in recent months — at least 18 since May — President Trump has repeatedly dismissed their importance as short-range and “very standard” tests. And although he has conceded “there may be a United Nations violation,” the president says any concerns are overblown.",The New York Times,News,article,1918,https://www.nytimes.com/2019/09/02/world/asia/north-korea-kim-trump-missiles.html,World,Asia Pacific,Foreign
